snr_db,accuracy,accuracy_percent,samples
-5,0.7121212121212122,71.21212121212122,924
0,0.7575757575757576,75.75757575757575,924
5,0.7619047619047619,76.19047619047619,924
10,0.7987012987012987,79.87012987012987,924
20,0.8073593073593074,80.73593073593074,924
