cn2,accuracy,accuracy_percent,samples
1e-15,0.8818181818181818,88.18181818181819,660
2.5e-15,0.8954545454545455,89.54545454545455,660
5e-15,0.8818181818181818,88.18181818181819,660
7.5e-15,0.8681818181818182,86.81818181818181,660
1e-14,0.8606060606060606,86.06060606060606,660
5e-14,0.5545454545454546,55.45454545454545,660
1e-13,0.4303030303030303,43.03030303030303,660
