snr_db,accuracy,accuracy_percent,samples
-5,0.5487012987012987,54.87012987012987,924
0,0.6071428571428571,60.71428571428571,924
5,0.645021645021645,64.5021645021645,924
10,0.6948051948051948,69.48051948051948,924
20,0.6893939393939394,68.93939393939394,924
