cn2,accuracy,accuracy_percent,samples
1e-15,0.8590909090909091,85.9090909090909,660
2.5e-15,0.9030303030303031,90.30303030303031,660
5e-15,0.8803030303030303,88.03030303030303,660
7.5e-15,0.8318181818181818,83.18181818181817,660
1e-14,0.8318181818181818,83.18181818181817,660
5e-14,0.5363636363636364,53.63636363636364,660
1e-13,0.4,40.0,660
