cn2,accuracy,accuracy_percent,samples
1e-15,0.7515151515151515,75.15151515151514,660
2.5e-15,0.7909090909090909,79.0909090909091,660
5e-15,0.7621212121212121,76.2121212121212,660
7.5e-15,0.7196969696969697,71.96969696969697,660
1e-14,0.696969696969697,69.6969696969697,660
5e-14,0.4196969696969697,41.96969696969697,660
1e-13,0.3181818181818182,31.818181818181817,660
