snr_db,accuracy,accuracy_percent,samples
-5,0.7164502164502164,71.64502164502164,924
0,0.8095238095238095,80.95238095238095,924
5,0.8322510822510822,83.22510822510823,924
10,0.8517316017316018,85.17316017316018,924
20,0.8452380952380952,84.52380952380952,924
