target_snr_db,sample_count,preclip_snr_mean_db,preclip_snr_std_db,preclip_snr_min_db,preclip_snr_max_db,postclip_snr_mean_db,postclip_snr_std_db,postclip_snr_min_db,postclip_snr_max_db,postclip_snr_shift_mean_db,clipped_fraction_mean,clipped_fraction_std,clipped_fraction_min,clipped_fraction_max,signal_power_mean,preclip_noise_power_mean,postclip_error_power_mean
20.0,512,20.0,1.1430445635548515e-15,19.999999999999996,20.000000000000004,22.416448495151684,0.241253468068915,21.32348102075572,22.780387685067716,2.416448495151686,0.4136480987071991,0.04034742160606774,0.226348876953125,0.467529296875,2.7972060457993524e-09,2.7972060457993525e-11,1.5784577066291684e-11
15.0,512,15.0,6.131407058289218e-16,14.999999999999998,15.000000000000002,17.49463952667898,0.2037556095361823,16.58766327612532,17.807673962964326,2.494639526678982,0.42563772201538086,0.03321752680380864,0.2678375244140625,0.4733428955078125,2.7972060457993524e-09,8.845542189519221e-11,4.9134536358671534e-11
10.0,512,10.0,1.056171682913856e-15,9.999999999999998,10.000000000000002,12.57213154752189,0.16797403183996096,11.864581752335521,12.83434350242006,2.572131547521889,0.43656477332115173,0.027061815706180103,0.3093719482421875,0.4764251708984375,2.7972060457993524e-09,2.7972060457993525e-10,1.5297515262585213e-10
5.0,512,5.0,8.053900950903363e-16,4.999999999999998,5.000000000000002,7.648200264861865,0.13256852750380332,7.14484801543712,7.8657947897480955,2.648200264861866,0.44685983657836914,0.021651121102776366,0.3525848388671875,0.482452392578125,2.7972060457993524e-09,8.84554218951922e-10,4.76433380367836e-10
0.0,512,3.766904166223703e-18,8.208653775199377e-16,-1.9286549331065747e-15,2.8929823996598604e-15,2.723771864482133,0.09916242720694887,2.3885176634119065,2.898541816594488,2.723771864482133,0.45695003867149353,0.016665381045647354,0.3908538818359375,0.4842987060546875,2.7972060457993524e-09,2.7972060457993524e-09,1.4839484754984702e-09
