target_occlusion_ratio,sample_count,achieved_mean,achieved_std,achieved_min,achieved_max,absolute_error_mean,absolute_error_max,radius_mean_pixels,radius_std_pixels,radius_min_pixels,radius_max_pixels,visible_area_fraction_mean,visible_area_fraction_std
0.0,8960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1,8960,0.10015286027181405,0.00014805216337326918,0.10000000458890645,0.1012609542570847,0.00015286027181405688,0.0012609542570846954,17.980519968900328,5.911976360341404,5.388878145687686,39.072599495081626,0.9829395115375519,0.011500803025782139
0.2,8960,0.20015014100551048,0.00014816978620354036,0.20000002965815278,0.201349602059534,0.00015014100551046249,0.0013496020595339941,23.721628565730004,6.750948291486558,8.745654166301357,45.53613251973219,0.9707976579666138,0.017251349096806798
0.3,8960,0.3001408859908341,0.00013956095154405825,0.30000000735034693,0.3012923064541819,0.0001408859908340718,0.0012923064541819351,28.411858567112404,7.600184041716714,12.437277360119731,54.243346299165474,0.958231508731842,0.02331360786030303
0.4,8960,0.4001373658393356,0.00013728067386842193,0.4000000311304027,0.40127211681368846,0.00013736583933559693,0.0012721168136884398,32.657690723000044,8.519657140349091,15.384233629468014,63.37652366407898,0.9449758529663086,0.03013415873534395
