method,cn2,distance,target_occlusion,sample_count,label_accuracy,order_accuracy,phase_accuracy,mean_phase_bin_error,mean_confidence,mean_achieved_occlusion
A1_MASK_ULS,2.5e-14,750.0,0.3,160,0.875,1.0,0.875,0.125,0.43751788445136786,0.3001050458235525
A1_MASK_ULS,2.5e-14,750.0,0.4,160,0.69375,1.0,0.69375,0.30625,0.41192266797042765,0.4001147222971966
A1_MASK_ULS,2.5e-14,1000.0,0.0,320,0.9375,1.0,0.9375,0.0625,0.39349504505311683,0.0
A1_MASK_ULS,2.5e-14,1000.0,0.1,320,0.7875,0.88125,0.7875,0.55,0.3597646259830678,0.10008643431894818
A1_MASK_ULS,2.5e-14,1000.0,0.2,320,0.60625,0.7125,0.63125,0.9125,0.3265894794657195,0.20009164299939947
A1_MASK_ULS,2.5e-14,1000.0,0.3,320,0.5625,0.671875,0.59375,0.96875,0.3093154104393173,0.3000814788190223
A1_MASK_ULS,2.5e-14,1000.0,0.4,320,0.50625,0.609375,0.5375,1.14375,0.2997563935917782,0.40008436549946796
A1_MASK_ULS,5e-14,250.0,0.0,160,1.0,1.0,1.0,0.0,0.7256070595104877,0.0
A1_MASK_ULS,5e-14,250.0,0.1,160,1.0,1.0,1.0,0.0,0.7310621196552253,0.10020484323984151
A1_MASK_ULS,5e-14,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6698159265119575,0.20030010307891252
A1_MASK_ULS,5e-14,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5909916328677769,0.30017903763750997
A1_MASK_ULS,5e-14,250.0,0.4,160,0.99375,1.0,0.99375,0.00625,0.5241380347803758,0.40023421679874505
A1_MASK_ULS,5e-14,500.0,0.0,320,1.0,1.0,1.0,0.0,0.6258679508601104,0.0
A1_MASK_ULS,5e-14,500.0,0.1,320,0.95,1.0,0.95,0.05,0.5471257394179235,0.10020425393552383
A1_MASK_ULS,5e-14,500.0,0.2,320,0.9375,1.0,0.9375,0.0625,0.4763216187304523,0.20016416284295685
A1_MASK_ULS,5e-14,500.0,0.3,320,0.9375,1.0,0.9375,0.0625,0.43982272758082147,0.30014504634615624
A1_MASK_ULS,5e-14,500.0,0.4,320,0.86875,1.0,0.86875,0.13125,0.4368514220071479,0.40016505464665036
A1_MASK_ULS,5e-14,750.0,0.0,160,0.78125,0.875,0.78125,0.36875,0.30690546119892376,0.0
A1_MASK_ULS,5e-14,750.0,0.1,160,0.68125,0.8375,0.68125,0.525,0.3142914743597931,0.10012081203532577
A1_MASK_ULS,5e-14,750.0,0.2,160,0.51875,0.725,0.51875,1.00625,0.2790155760100958,0.20011066475937217
A1_MASK_ULS,5e-14,750.0,0.3,160,0.6,0.73125,0.6,0.8875,0.26675320262441027,0.30012434799880744
A1_MASK_ULS,5e-14,750.0,0.4,160,0.7,0.81875,0.7,0.66875,0.2595486330677295,0.40012640854495957
A1_MASK_ULS,5e-14,1000.0,0.0,320,0.0625,0.20625,0.096875,2.084375,0.19553931211821948,0.0
A1_MASK_ULS,5e-14,1000.0,0.1,320,0.05,0.1875,0.090625,2.1,0.21570835642635428,0.10007193563739843
A1_MASK_ULS,5e-14,1000.0,0.2,320,0.08125,0.215625,0.128125,1.934375,0.22407469749086814,0.20007832488444732
A1_MASK_ULS,5e-14,1000.0,0.3,320,0.109375,0.234375,0.15625,1.859375,0.23811520103021308,0.3000827835695814
A1_MASK_ULS,5e-14,1000.0,0.4,320,0.13125,0.284375,0.178125,1.815625,0.2506509137644807,0.400093028952252
A1_MASK_ULS,1e-13,250.0,0.0,160,1.0,1.0,1.0,0.0,0.8218312223467382,0.0
A1_MASK_ULS,1e-13,250.0,0.1,160,1.0,1.0,1.0,0.0,0.7479456874711798,0.10021362232182907
A1_MASK_ULS,1e-13,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6395116810550415,0.20019269856550537
A1_MASK_ULS,1e-13,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5733037356599084,0.30016022085635363
A1_MASK_ULS,1e-13,250.0,0.4,160,1.0,1.0,1.0,0.0,0.544685978995628,0.4001498740490561
A1_MASK_ULS,1e-13,500.0,0.0,320,0.628125,0.7125,0.65625,0.775,0.33054934457644974,0.0
A1_MASK_ULS,1e-13,500.0,0.1,320,0.7,0.8,0.740625,0.4875,0.32862654138820524,0.10020815072329872
A1_MASK_ULS,1e-13,500.0,0.2,320,0.74375,0.93125,0.759375,0.265625,0.3194593583126101,0.20021125031034695
A1_MASK_ULS,1e-13,500.0,0.3,320,0.6,0.934375,0.63125,0.36875,0.3104415236111175,0.3002096123923514
A1_MASK_ULS,1e-13,500.0,0.4,320,0.484375,0.921875,0.528125,0.475,0.2947236721187086,0.4001534117497429
A1_MASK_ULS,1e-13,750.0,0.0,160,0.06875,0.28125,0.1,2.15,0.170486254519315,0.0
A1_MASK_ULS,1e-13,750.0,0.1,160,0.03125,0.30625,0.03125,2.225,0.16770418338505455,0.10009762734564429
A1_MASK_ULS,1e-13,750.0,0.2,160,0.09375,0.28125,0.13125,2.0,0.1601799358603936,0.20008022364042902
A1_MASK_ULS,1e-13,750.0,0.3,160,0.09375,0.25,0.15625,1.78125,0.15205782136675,0.300085289412491
A1_MASK_ULS,1e-13,750.0,0.4,160,0.09375,0.225,0.15625,1.66875,0.15324366821501428,0.4000805025110787
A1_MASK_ULS,1e-13,1000.0,0.0,320,0.115625,0.28125,0.196875,1.534375,0.26594517579455806,0.0
A1_MASK_ULS,1e-13,1000.0,0.1,320,0.19375,0.378125,0.278125,1.321875,0.2767337080712345,0.10010564081595923
A1_MASK_ULS,1e-13,1000.0,0.2,320,0.20625,0.353125,0.303125,1.290625,0.2891020919622925,0.20007205701470632
A1_MASK_ULS,1e-13,1000.0,0.3,320,0.178125,0.359375,0.271875,1.290625,0.27119592080868954,0.3000584210470937
A1_MASK_ULS,1e-13,1000.0,0.4,320,0.271875,0.475,0.378125,1.15,0.2636856831761899,0.40007656757504007
A2_RAW_VWLS,1e-15,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9630565547772433,0.0
A2_RAW_VWLS,1e-15,250.0,0.1,160,1.0,1.0,1.0,0.0,0.8327384045358631,0.10025359122987713
A2_RAW_VWLS,1e-15,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6728257863864708,0.20021416457066593
A2_RAW_VWLS,1e-15,250.0,0.3,160,1.0,1.0,1.0,0.0,0.577916342198279,0.30024464070832063
A2_RAW_VWLS,1e-15,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5501992618034768,0.40014828418012816
A2_RAW_VWLS,1e-15,500.0,0.0,320,1.0,1.0,1.0,0.0,0.9508143344975108,0.0
A2_RAW_VWLS,1e-15,500.0,0.1,320,1.0,1.0,1.0,0.0,0.8219257080443636,0.10019145446131875
A2_RAW_VWLS,1e-15,500.0,0.2,320,1.0,1.0,1.0,0.0,0.6772707230054061,0.2001385532851045
A2_RAW_VWLS,1e-15,500.0,0.3,320,1.0,1.0,1.0,0.0,0.5886072984496777,0.30013745614479326
A2_RAW_VWLS,1e-15,500.0,0.4,320,1.0,1.0,1.0,0.0,0.5586690149124666,0.40013495258521453
A2_RAW_VWLS,1e-15,750.0,0.0,160,1.0,1.0,1.0,0.0,0.9184856921423823,0.0
A2_RAW_VWLS,1e-15,750.0,0.1,160,1.0,1.0,1.0,0.0,0.8456763984782564,0.10011495819683122
A2_RAW_VWLS,1e-15,750.0,0.2,160,1.0,1.0,1.0,0.0,0.7387188144354015,0.20012636752805668
A2_RAW_VWLS,1e-15,750.0,0.3,160,1.0,1.0,1.0,0.0,0.6554108913877933,0.3001330714122149
A2_RAW_VWLS,1e-15,750.0,0.4,160,1.0,1.0,1.0,0.0,0.6040483796555227,0.40011575780696884
A2_RAW_VWLS,1e-15,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.9187882564992836,0.0
A2_RAW_VWLS,1e-15,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.8058594134779054,0.10011263561141978
A2_RAW_VWLS,1e-15,1000.0,0.2,320,1.0,1.0,1.0,0.0,0.66504607206276,0.20008550887919602
A2_RAW_VWLS,1e-15,1000.0,0.3,320,1.0,1.0,1.0,0.0,0.571000963419368,0.30007919634518954
A2_RAW_VWLS,1e-15,1000.0,0.4,320,1.0,1.0,1.0,0.0,0.5319431829198334,0.4000575640954782
A2_RAW_VWLS,2.5e-15,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9523443958214802,0.0
A2_RAW_VWLS,2.5e-15,250.0,0.1,160,1.0,1.0,1.0,0.0,0.8214399894711297,0.10021763469225478
A2_RAW_VWLS,2.5e-15,250.0,0.2,160,1.0,1.0,1.0,0.0,0.670809593273826,0.20022618251377616
A2_RAW_VWLS,2.5e-15,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5823386058069742,0.3002079230830121
A2_RAW_VWLS,2.5e-15,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5521301995798222,0.40021992373957715
A2_RAW_VWLS,2.5e-15,500.0,0.0,320,1.0,1.0,1.0,0.0,0.924379628539986,0.0
A2_RAW_VWLS,2.5e-15,500.0,0.1,320,1.0,1.0,1.0,0.0,0.8719892524071042,0.10018982961183513
A2_RAW_VWLS,2.5e-15,500.0,0.2,320,1.0,1.0,1.0,0.0,0.7805967901011143,0.20015356291159328
A2_RAW_VWLS,2.5e-15,500.0,0.3,320,1.0,1.0,1.0,0.0,0.6979385140781588,0.3001660528964817
A2_RAW_VWLS,2.5e-15,500.0,0.4,320,1.0,1.0,1.0,0.0,0.6361059152131244,0.40015708262695676
A2_RAW_VWLS,2.5e-15,750.0,0.0,160,1.0,1.0,1.0,0.0,0.9269709767564096,0.0
A2_RAW_VWLS,2.5e-15,750.0,0.1,160,1.0,1.0,1.0,0.0,0.8493181738835351,0.10007496795095686
A2_RAW_VWLS,2.5e-15,750.0,0.2,160,1.0,1.0,1.0,0.0,0.771292720224108,0.20010807003570458
A2_RAW_VWLS,2.5e-15,750.0,0.3,160,1.0,1.0,1.0,0.0,0.701910598099807,0.30014081606320325
A2_RAW_VWLS,2.5e-15,750.0,0.4,160,1.0,1.0,1.0,0.0,0.6422751942342799,0.4001446988617932
A2_RAW_VWLS,2.5e-15,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.876618987812577,0.0
A2_RAW_VWLS,2.5e-15,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.7556804406641253,0.10009158838275015
A2_RAW_VWLS,2.5e-15,1000.0,0.2,320,1.0,1.0,1.0,0.0,0.6109015121581274,0.20007879814409604
A2_RAW_VWLS,2.5e-15,1000.0,0.3,320,1.0,1.0,1.0,0.0,0.5294047319185097,0.30009200845354267
A2_RAW_VWLS,2.5e-15,1000.0,0.4,320,1.0,1.0,1.0,0.0,0.4993152875107095,0.40007709874808006
A2_RAW_VWLS,5e-15,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9410754429222556,0.0
A2_RAW_VWLS,5e-15,250.0,0.1,160,1.0,1.0,1.0,0.0,0.7825598998339119,0.10022191630121888
A2_RAW_VWLS,5e-15,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6213484149870758,0.2001505620679298
A2_RAW_VWLS,5e-15,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5361236832229545,0.30021104980501523
A2_RAW_VWLS,5e-15,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5225353201945186,0.40018499379149397
A2_RAW_VWLS,5e-15,500.0,0.0,320,1.0,1.0,1.0,0.0,0.8946557542596502,0.0
A2_RAW_VWLS,5e-15,500.0,0.1,320,1.0,1.0,1.0,0.0,0.7968329591696169,0.1001756083998839
A2_RAW_VWLS,5e-15,500.0,0.2,320,1.0,1.0,1.0,0.0,0.6650880531433977,0.20017544268240126
A2_RAW_VWLS,5e-15,500.0,0.3,320,1.0,1.0,1.0,0.0,0.5775627931198701,0.30012221775990283
A2_RAW_VWLS,5e-15,500.0,0.4,320,1.0,1.0,1.0,0.0,0.5395058868328861,0.4001512657343465
A2_RAW_VWLS,5e-15,750.0,0.0,160,1.0,1.0,1.0,0.0,0.8834319975886377,0.0
A2_RAW_VWLS,5e-15,750.0,0.1,160,1.0,1.0,1.0,0.0,0.7977835953750191,0.10011664414316612
A2_RAW_VWLS,5e-15,750.0,0.2,160,1.0,1.0,1.0,0.0,0.6904980281142462,0.20014996839714505
A2_RAW_VWLS,5e-15,750.0,0.3,160,1.0,1.0,1.0,0.0,0.6070892427518093,0.3000849897001537
A2_RAW_VWLS,5e-15,750.0,0.4,160,1.0,1.0,1.0,0.0,0.5608589627269455,0.40011598427778006
A2_RAW_VWLS,5e-15,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.6874452833640206,0.0
A2_RAW_VWLS,5e-15,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.6555052429292665,0.1000828536518545
A2_RAW_VWLS,5e-15,1000.0,0.2,320,0.984375,1.0,0.984375,0.015625,0.5680342451286478,0.20008029922465545
A2_RAW_VWLS,5e-15,1000.0,0.3,320,0.959375,1.0,0.959375,0.040625,0.495918946852622,0.3000717603632508
A2_RAW_VWLS,5e-15,1000.0,0.4,320,0.896875,1.0,0.896875,0.103125,0.45428108781065524,0.4000816135636055
A2_RAW_VWLS,1e-14,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9443624936123767,0.0
A2_RAW_VWLS,1e-14,250.0,0.1,160,1.0,1.0,1.0,0.0,0.8541823716487545,0.1002717810630263
A2_RAW_VWLS,1e-14,250.0,0.2,160,1.0,1.0,1.0,0.0,0.7518598629788953,0.20021712892731774
A2_RAW_VWLS,1e-14,250.0,0.3,160,1.0,1.0,1.0,0.0,0.6712639231801221,0.300191939187145
A2_RAW_VWLS,1e-14,250.0,0.4,160,1.0,1.0,1.0,0.0,0.619150424869044,0.40024017203181356
A2_RAW_VWLS,1e-14,500.0,0.0,320,1.0,1.0,1.0,0.0,0.8261449867628041,0.0
A2_RAW_VWLS,1e-14,500.0,0.1,320,1.0,1.0,1.0,0.0,0.7012810465357663,0.10016602200610306
A2_RAW_VWLS,1e-14,500.0,0.2,320,0.996875,1.0,0.996875,0.003125,0.5743345181635843,0.2001358983693713
A2_RAW_VWLS,1e-14,500.0,0.3,320,0.996875,1.0,0.996875,0.003125,0.5100390072490217,0.3001385080606429
A2_RAW_VWLS,1e-14,500.0,0.4,320,0.996875,1.0,0.996875,0.003125,0.5029312401607671,0.40015850683703674
A2_RAW_VWLS,1e-14,750.0,0.0,160,1.0,1.0,1.0,0.0,0.7944431851539586,0.0
A2_RAW_VWLS,1e-14,750.0,0.1,160,1.0,1.0,1.0,0.0,0.7289375769577888,0.10012850377622706
A2_RAW_VWLS,1e-14,750.0,0.2,160,1.0,1.0,1.0,0.0,0.6169352701817467,0.20015471572276855
A2_RAW_VWLS,1e-14,750.0,0.3,160,1.0,1.0,1.0,0.0,0.5322141904797787,0.3001158252631658
A2_RAW_VWLS,1e-14,750.0,0.4,160,1.0,1.0,1.0,0.0,0.4795867093272415,0.400122248599435
A2_RAW_VWLS,1e-14,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.7578873474582799,0.0
A2_RAW_VWLS,1e-14,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.6379581739927257,0.10009792374261943
A2_RAW_VWLS,1e-14,1000.0,0.2,320,0.984375,1.0,0.984375,0.015625,0.5122656841871549,0.2001077164649884
A2_RAW_VWLS,1e-14,1000.0,0.3,320,0.98125,1.0,0.98125,0.01875,0.44759674677592276,0.300085459040561
A2_RAW_VWLS,1e-14,1000.0,0.4,320,0.9875,1.0,0.9875,0.0125,0.4194789743561489,0.40008920855674235
A2_RAW_VWLS,2.5e-14,250.0,0.0,160,1.0,1.0,1.0,0.0,0.8937430756426196,0.0
A2_RAW_VWLS,2.5e-14,250.0,0.1,160,1.0,1.0,1.0,0.0,0.7919576673415569,0.10016476621602013
A2_RAW_VWLS,2.5e-14,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6616633240956632,0.20022016082173666
A2_RAW_VWLS,2.5e-14,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5762590040627774,0.3002132203628675
A2_RAW_VWLS,2.5e-14,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5318449379711471,0.40016847600319216
A2_RAW_VWLS,2.5e-14,500.0,0.0,320,1.0,1.0,1.0,0.0,0.6707557947975538,0.0
A2_RAW_VWLS,2.5e-14,500.0,0.1,320,1.0,1.0,1.0,0.0,0.6395844546798196,0.10014012081902668
A2_RAW_VWLS,2.5e-14,500.0,0.2,320,1.0,1.0,1.0,0.0,0.604536690023634,0.2001609092059236
A2_RAW_VWLS,2.5e-14,500.0,0.3,320,0.996875,1.0,0.996875,0.003125,0.5726151038088629,0.3001797535449886
A2_RAW_VWLS,2.5e-14,500.0,0.4,320,0.984375,1.0,0.984375,0.015625,0.5408652265351461,0.40013968524680943
A2_RAW_VWLS,2.5e-14,750.0,0.0,160,1.0,1.0,1.0,0.0,0.6417788780766924,0.0
A2_RAW_VWLS,2.5e-14,750.0,0.1,160,1.0,1.0,1.0,0.0,0.5915908479767322,0.10010642965387481
A2_RAW_VWLS,2.5e-14,750.0,0.2,160,0.98125,1.0,0.98125,0.01875,0.48075243222632036,0.20009239406602952
A2_RAW_VWLS,2.5e-14,750.0,0.3,160,0.85625,1.0,0.85625,0.14375,0.40609181037855996,0.3001050458235525
A2_RAW_VWLS,2.5e-14,750.0,0.4,160,0.55625,1.0,0.55625,0.44375,0.3820790377549347,0.4001147222971966
A2_RAW_VWLS,2.5e-14,1000.0,0.0,320,0.9375,1.0,0.9375,0.0625,0.3934950450531168,0.0
A2_RAW_VWLS,2.5e-14,1000.0,0.1,320,0.7625,0.85625,0.7625,0.621875,0.34759547702883403,0.10008643431894818
A2_RAW_VWLS,2.5e-14,1000.0,0.2,320,0.6125,0.709375,0.6375,0.90625,0.3091794126888846,0.20009164299939947
A2_RAW_VWLS,2.5e-14,1000.0,0.3,320,0.5625,0.671875,0.59375,0.96875,0.2863190511087528,0.3000814788190223
A2_RAW_VWLS,2.5e-14,1000.0,0.4,320,0.50625,0.603125,0.5375,1.175,0.2700093883210681,0.40008436549946796
A2_RAW_VWLS,5e-14,250.0,0.0,160,1.0,1.0,1.0,0.0,0.7256070595104875,0.0
A2_RAW_VWLS,5e-14,250.0,0.1,160,1.0,1.0,1.0,0.0,0.7160284956996701,0.10020484323984151
A2_RAW_VWLS,5e-14,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6458071674752068,0.20030010307891252
A2_RAW_VWLS,5e-14,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5650595073699191,0.30017903763750997
A2_RAW_VWLS,5e-14,250.0,0.4,160,1.0,1.0,1.0,0.0,0.4978676572435591,0.40023421679874505
A2_RAW_VWLS,5e-14,500.0,0.0,320,1.0,1.0,1.0,0.0,0.6258679508601104,0.0
A2_RAW_VWLS,5e-14,500.0,0.1,320,0.95,1.0,0.95,0.05,0.5351827904059071,0.10020425393552383
A2_RAW_VWLS,5e-14,500.0,0.2,320,0.9375,1.0,0.9375,0.0625,0.45950018491924594,0.20016416284295685
A2_RAW_VWLS,5e-14,500.0,0.3,320,0.9375,1.0,0.9375,0.0625,0.42376573177715215,0.30014504634615624
A2_RAW_VWLS,5e-14,500.0,0.4,320,0.878125,1.0,0.878125,0.121875,0.4184468411207046,0.40016505464665036
A2_RAW_VWLS,5e-14,750.0,0.0,160,0.78125,0.875,0.78125,0.36875,0.30690546119892365,0.0
A2_RAW_VWLS,5e-14,750.0,0.1,160,0.65,0.80625,0.65,0.625,0.30778936928240014,0.10012081203532577
A2_RAW_VWLS,5e-14,750.0,0.2,160,0.48125,0.69375,0.4875,1.0875,0.26161749640592286,0.20011066475937217
A2_RAW_VWLS,5e-14,750.0,0.3,160,0.5625,0.69375,0.56875,1.025,0.23498427744541464,0.30012434799880744
A2_RAW_VWLS,5e-14,750.0,0.4,160,0.625,0.775,0.625,0.88125,0.2219044910488297,0.40012640854495957
A2_RAW_VWLS,5e-14,1000.0,0.0,320,0.0625,0.20625,0.096875,2.084375,0.19553931211821945,0.0
A2_RAW_VWLS,5e-14,1000.0,0.1,320,0.046875,0.19375,0.0875,2.046875,0.22471653874087724,0.10007193563739843
A2_RAW_VWLS,5e-14,1000.0,0.2,320,0.09375,0.221875,0.140625,1.875,0.22109017992647773,0.20007832488444732
A2_RAW_VWLS,5e-14,1000.0,0.3,320,0.1125,0.265625,0.159375,1.83125,0.22440965774699376,0.3000827835695814
A2_RAW_VWLS,5e-14,1000.0,0.4,320,0.153125,0.3375,0.2,1.746875,0.2381165789855851,0.400093028952252
A2_RAW_VWLS,1e-13,250.0,0.0,160,1.0,1.0,1.0,0.0,0.8218312223467382,0.0
A2_RAW_VWLS,1e-13,250.0,0.1,160,1.0,1.0,1.0,0.0,0.730262869329159,0.10021362232182907
A2_RAW_VWLS,1e-13,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6160572330241165,0.20019269856550537
A2_RAW_VWLS,1e-13,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5490903333891273,0.30016022085635363
A2_RAW_VWLS,1e-13,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5166494907834713,0.4001498740490561
A2_RAW_VWLS,1e-13,500.0,0.0,320,0.628125,0.7125,0.65625,0.775,0.33054934457644974,0.0
A2_RAW_VWLS,1e-13,500.0,0.1,320,0.709375,0.815625,0.7625,0.43125,0.3233469640707241,0.10020815072329872
A2_RAW_VWLS,1e-13,500.0,0.2,320,0.721875,0.928125,0.74375,0.26875,0.3109805664670489,0.20021125031034695
A2_RAW_VWLS,1e-13,500.0,0.3,320,0.55625,0.928125,0.596875,0.403125,0.297395642390947,0.3002096123923514
A2_RAW_VWLS,1e-13,500.0,0.4,320,0.4375,0.9125,0.490625,0.5125,0.2780201835564532,0.4001534117497429
A2_RAW_VWLS,1e-13,750.0,0.0,160,0.06875,0.28125,0.1,2.15,0.17048625451931504,0.0
A2_RAW_VWLS,1e-13,750.0,0.1,160,0.05625,0.30625,0.05625,2.20625,0.16420909963643754,0.10009762734564429
A2_RAW_VWLS,1e-13,750.0,0.2,160,0.09375,0.2625,0.125,1.98125,0.15572620474340698,0.20008022364042902
A2_RAW_VWLS,1e-13,750.0,0.3,160,0.09375,0.25,0.1375,1.7875,0.14213771263555405,0.300085289412491
A2_RAW_VWLS,1e-13,750.0,0.4,160,0.09375,0.21875,0.14375,1.7125,0.13746469033389477,0.4000805025110787
A2_RAW_VWLS,1e-13,1000.0,0.0,320,0.115625,0.28125,0.196875,1.534375,0.26594517579455795,0.0
A2_RAW_VWLS,1e-13,1000.0,0.1,320,0.1875,0.371875,0.265625,1.321875,0.2763761320793036,0.10010564081595923
A2_RAW_VWLS,1e-13,1000.0,0.2,320,0.2,0.34375,0.29375,1.328125,0.26880066469920094,0.20007205701470632
A2_RAW_VWLS,1e-13,1000.0,0.3,320,0.196875,0.396875,0.29375,1.23125,0.2409644522008612,0.3000584210470937
A2_RAW_VWLS,1e-13,1000.0,0.4,320,0.278125,0.446875,0.3875,1.14375,0.23349736442103178,0.40007656757504007
A3_MC_VWLS,1e-15,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9630565547772433,0.0
A3_MC_VWLS,1e-15,250.0,0.1,160,1.0,1.0,1.0,0.0,0.8521773708609504,0.10025359122987713
A3_MC_VWLS,1e-15,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6938203925372475,0.20021416457066593
A3_MC_VWLS,1e-15,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5931405343318371,0.30024464070832063
A3_MC_VWLS,1e-15,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5595696875795022,0.40014828418012816
A3_MC_VWLS,1e-15,500.0,0.0,320,1.0,1.0,1.0,0.0,0.9508143344975108,0.0
A3_MC_VWLS,1e-15,500.0,0.1,320,1.0,1.0,1.0,0.0,0.8417858167696132,0.10019145446131875
A3_MC_VWLS,1e-15,500.0,0.2,320,1.0,1.0,1.0,0.0,0.7017057087343138,0.2001385532851045
A3_MC_VWLS,1e-15,500.0,0.3,320,1.0,1.0,1.0,0.0,0.6072926393746492,0.30013745614479326
A3_MC_VWLS,1e-15,500.0,0.4,320,1.0,1.0,1.0,0.0,0.5708205716773566,0.40013495258521453
A3_MC_VWLS,1e-15,750.0,0.0,160,1.0,1.0,1.0,0.0,0.9184856921423823,0.0
A3_MC_VWLS,1e-15,750.0,0.1,160,1.0,1.0,1.0,0.0,0.8625565400139023,0.10011495819683122
A3_MC_VWLS,1e-15,750.0,0.2,160,1.0,1.0,1.0,0.0,0.7666552767660679,0.20012636752805668
A3_MC_VWLS,1e-15,750.0,0.3,160,1.0,1.0,1.0,0.0,0.6814853522570894,0.3001330714122149
A3_MC_VWLS,1e-15,750.0,0.4,160,1.0,1.0,1.0,0.0,0.623224460663055,0.40011575780696884
A3_MC_VWLS,1e-15,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.9187882564992836,0.0
A3_MC_VWLS,1e-15,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.833481550835493,0.10011263561141978
A3_MC_VWLS,1e-15,1000.0,0.2,320,1.0,1.0,1.0,0.0,0.7052112869295442,0.20008550887919602
A3_MC_VWLS,1e-15,1000.0,0.3,320,1.0,1.0,1.0,0.0,0.603122951506229,0.30007919634518954
A3_MC_VWLS,1e-15,1000.0,0.4,320,1.0,1.0,1.0,0.0,0.5517565435092401,0.4000575640954782
A3_MC_VWLS,2.5e-15,250.0,0.0,160,1.0,1.0,1.0,0.0,0.9523443958214802,0.0
A3_MC_VWLS,2.5e-15,250.0,0.1,160,1.0,1.0,1.0,0.0,0.838963159025462,0.10021763469225478
A3_MC_VWLS,2.5e-15,250.0,0.2,160,1.0,1.0,1.0,0.0,0.6902279859493031,0.20022618251377616
A3_MC_VWLS,2.5e-15,250.0,0.3,160,1.0,1.0,1.0,0.0,0.5968576241571368,0.3002079230830121
A3_MC_VWLS,2.5e-15,250.0,0.4,160,1.0,1.0,1.0,0.0,0.5613401600301599,0.40021992373957715
A3_MC_VWLS,2.5e-15,500.0,0.0,320,1.0,1.0,1.0,0.0,0.924379628539986,0.0
A3_MC_VWLS,2.5e-15,500.0,0.1,320,1.0,1.0,1.0,0.0,0.8825965389175572,0.10018982961183513
A3_MC_VWLS,2.5e-15,500.0,0.2,320,1.0,1.0,1.0,0.0,0.7976209685191237,0.20015356291159328
A3_MC_VWLS,2.5e-15,500.0,0.3,320,1.0,1.0,1.0,0.0,0.7141595593628883,0.3001660528964817
A3_MC_VWLS,2.5e-15,500.0,0.4,320,1.0,1.0,1.0,0.0,0.6493919340398102,0.40015708262695676
A3_MC_VWLS,2.5e-15,750.0,0.0,160,1.0,1.0,1.0,0.0,0.9269709767564096,0.0
A3_MC_VWLS,2.5e-15,750.0,0.1,160,1.0,1.0,1.0,0.0,0.8611351411116,0.10007496795095686
A3_MC_VWLS,2.5e-15,750.0,0.2,160,1.0,1.0,1.0,0.0,0.7885314403486765,0.20010807003570458
A3_MC_VWLS,2.5e-15,750.0,0.3,160,1.0,1.0,1.0,0.0,0.7193112871650105,0.30014081606320325
A3_MC_VWLS,2.5e-15,750.0,0.4,160,1.0,1.0,1.0,0.0,0.6580726294799538,0.4001446988617932
A3_MC_VWLS,2.5e-15,1000.0,0.0,320,1.0,1.0,1.0,0.0,0.876618987812577,0.0
A3_MC_VWLS,2.5e-15,1000.0,0.1,320,1.0,1.0,1.0,0.0,0.7838325702636301,0.10009158838275015
A3_MC_VWLS,2.5e-15,1000.0,0.2,320,1.0,1.0,1.0,0.0,0.6470969969080166,0.20007879814409604
A3_MC_VWLS,2.5e-15,1000.0,0.3,320,1.0,1.0,1.0,0.0,0.5571078945949766,0.30009200845354267
