method,scope,target_snr_db,target_occlusion,true_order,sample_count,label_accuracy,order_accuracy,phase_accuracy,mean_phase_bin_error,mean_confidence,mean_visibility,mean_valid_fraction
A2_RAW_VWLS,snr_occlusion,15.0,0.3,,1344,0.8355654761904762,0.8913690476190477,0.8467261904761905,0.2864583333333333,0.4880760518249154,0.9453885082431923,1.0
A2_RAW_VWLS,snr_occlusion,15.0,0.4,,1344,0.8244047619047619,0.8958333333333334,0.8370535714285714,0.29985119047619047,0.45859953839678996,0.9275638954648019,1.0
A2_RAW_VWLS,snr_occlusion,10.0,0.0,,1344,0.8653273809523809,0.8943452380952381,0.8720238095238095,0.27157738095238093,0.7132187043984037,0.9999999999999998,1.0
A2_RAW_VWLS,snr_occlusion,10.0,0.1,,1344,0.8586309523809523,0.8958333333333334,0.8675595238095238,0.27529761904761907,0.6420148608888583,0.9783871761485288,1.0
A2_RAW_VWLS,snr_occlusion,10.0,0.2,,1344,0.8482142857142857,0.8891369047619048,0.8578869047619048,0.2864583333333333,0.5490719874798484,0.9621825392332597,1.0
A2_RAW_VWLS,snr_occlusion,10.0,0.3,,1344,0.8370535714285714,0.8921130952380952,0.8482142857142857,0.28869047619047616,0.48678504821852375,0.9453885082431923,1.0
A2_RAW_VWLS,snr_occlusion,10.0,0.4,,1344,0.8214285714285714,0.8950892857142857,0.8348214285714286,0.29985119047619047,0.45682969967846415,0.9275638954648019,1.0
A2_RAW_VWLS,snr_occlusion,5.0,0.0,,1344,0.8645833333333334,0.8950892857142857,0.8720238095238095,0.27232142857142855,0.7002473477225234,0.9999999999999998,1.0
A2_RAW_VWLS,snr_occlusion,5.0,0.1,,1344,0.8578869047619048,0.8943452380952381,0.8653273809523809,0.2819940476190476,0.6310772242198285,0.9783871761485288,1.0
A2_RAW_VWLS,snr_occlusion,5.0,0.2,,1344,0.8482142857142857,0.8891369047619048,0.8586309523809523,0.28720238095238093,0.541594101542035,0.9621825392332597,1.0
A2_RAW_VWLS,snr_occlusion,5.0,0.3,,1344,0.8370535714285714,0.8936011904761905,0.8482142857142857,0.28720238095238093,0.4813788047066484,0.9453885082431923,1.0
A2_RAW_VWLS,snr_occlusion,5.0,0.4,,1344,0.8229166666666666,0.8958333333333334,0.8348214285714286,0.29910714285714285,0.4525137461602268,0.9275638954648019,1.0
A2_RAW_VWLS,snr_occlusion,0.0,0.0,,1344,0.8653273809523809,0.8943452380952381,0.875,0.27306547619047616,0.6634218036942348,0.9999999999999998,1.0
A2_RAW_VWLS,snr_occlusion,0.0,0.1,,1344,0.8556547619047619,0.8958333333333334,0.8623511904761905,0.2924107142857143,0.6013093282799458,0.9783871761485288,1.0
A2_RAW_VWLS,snr_occlusion,0.0,0.2,,1344,0.8467261904761905,0.8921130952380952,0.8563988095238095,0.28869047619047616,0.5197217134606175,0.9621825392332597,1.0
A2_RAW_VWLS,snr_occlusion,0.0,0.3,,1344,0.8325892857142857,0.8921130952380952,0.8459821428571429,0.28869047619047616,0.4670781835045366,0.9453885082431923,1.0
A2_RAW_VWLS,snr_occlusion,0.0,0.4,,1344,0.8162202380952381,0.8928571428571429,0.8296130952380952,0.31026785714285715,0.44214728697592964,0.9275638954648019,1.0
A2_RAW_VWLS,order,,,1,8400,0.8552380952380952,0.9628571428571429,0.8552380952380952,0.21821428571428572,0.6595401303266478,0.9813632022435937,1.0
A2_RAW_VWLS,order,,,2,8400,0.8542857142857143,0.9008333333333334,0.8660714285714286,0.2338095238095238,0.5647244731383796,0.9695599356794723,1.0
A2_RAW_VWLS,order,,,3,8400,0.85,0.8642857142857143,0.8560714285714286,0.36797619047619046,0.5213052304954733,0.9566349785480512,1.0
A2_RAW_VWLS,order,,,4,8400,0.8233333333333334,0.8447619047619047,0.8452380952380952,0.32345238095238094,0.5070308992148249,0.943259578800709,1.0
A3_MC_VWLS,overall,,,,33600,0.848125,0.893452380952381,0.8579166666666667,0.2830952380952381,0.5735041212904313,0.9627044238179566,1.0
A3_MC_VWLS,snr,20.0,,,6720,0.8489583333333334,0.893154761904762,0.8586309523809523,0.2818452380952381,0.5802323897327302,0.9627044238179566,1.0
A3_MC_VWLS,snr,15.0,,,6720,0.8485119047619047,0.893154761904762,0.8583333333333333,0.28288690476190476,0.5801966936365829,0.9627044238179566,1.0
A3_MC_VWLS,snr,10.0,,,6720,0.8476190476190476,0.8936011904761905,0.8574404761904761,0.28348214285714285,0.5790712340825497,0.9627044238179566,1.0
A3_MC_VWLS,snr,5.0,,,6720,0.8494047619047619,0.8946428571428572,0.8589285714285714,0.28154761904761905,0.5736490512826441,0.9627044238179566,1.0
A3_MC_VWLS,snr,0.0,,,6720,0.8461309523809524,0.8927083333333333,0.85625,0.2857142857142857,0.5543712377176497,0.9627044238179566,1.0
A3_MC_VWLS,occlusion,,0.0,,6720,0.8651785714285715,0.8941964285714286,0.8727678571428571,0.272172619047619,0.7029118355918516,0.9999999999999999,1.0
A3_MC_VWLS,occlusion,,0.1,,6720,0.8584821428571429,0.8956845238095238,0.8666666666666667,0.2805059523809524,0.6445685271693287,0.9783871761485289,1.0
A3_MC_VWLS,occlusion,,0.2,,6720,0.8508928571428571,0.8910714285714286,0.8605654761904762,0.2831845238095238,0.5596445111234817,0.9621825392332599,1.0
A3_MC_VWLS,occlusion,,0.3,,6720,0.8395833333333333,0.8907738095238096,0.8505952380952381,0.28482142857142856,0.49684840220923804,0.9453885082431923,1.0
A3_MC_VWLS,occlusion,,0.4,,6720,0.8264880952380952,0.8955357142857143,0.8389880952380953,0.2947916666666667,0.46354733035825685,0.927563895464802,1.0
A3_MC_VWLS,snr_occlusion,20.0,0.0,,1344,0.8653273809523809,0.8936011904761905,0.8727678571428571,0.27157738095238093,0.7196039258900515,0.9999999999999998,1.0
A3_MC_VWLS,snr_occlusion,20.0,0.1,,1344,0.8586309523809523,0.8950892857142857,0.8675595238095238,0.27455357142857145,0.6562077583705485,0.9783871761485288,1.0
A3_MC_VWLS,snr_occlusion,20.0,0.2,,1344,0.8497023809523809,0.8898809523809523,0.859375,0.2849702380952381,0.5647709593234898,0.9621825392332597,1.0
A3_MC_VWLS,snr_occlusion,20.0,0.3,,1344,0.8392857142857143,0.890625,0.8497023809523809,0.28720238095238093,0.4974327153485407,0.9453885082431923,1.0
A3_MC_VWLS,snr_occlusion,20.0,0.4,,1344,0.8318452380952381,0.8965773809523809,0.84375,0.29092261904761907,0.46314658973102063,0.9275638954648019,1.0
A3_MC_VWLS,snr_occlusion,15.0,0.0,,1344,0.8653273809523809,0.8936011904761905,0.8720238095238095,0.27232142857142855,0.7180673962540437,0.9999999999999998,1.0
A3_MC_VWLS,snr_occlusion,15.0,0.1,,1344,0.859375,0.8958333333333334,0.8683035714285714,0.27827380952380953,0.6554707138661298,0.9783871761485288,1.0
A3_MC_VWLS,snr_occlusion,15.0,0.2,,1344,0.8511904761904762,0.890625,0.8608630952380952,0.28348214285714285,0.5652840447620674,0.9621825392332597,1.0
A3_MC_VWLS,snr_occlusion,15.0,0.3,,1344,0.8392857142857143,0.890625,0.8504464285714286,0.2857142857142857,0.4979590622529205,0.9453885082431923,1.0
A3_MC_VWLS,snr_occlusion,15.0,0.4,,1344,0.8273809523809523,0.8950892857142857,0.8400297619047619,0.29464285714285715,0.46420225104775287,0.9275638954648019,1.0
A3_MC_VWLS,snr_occlusion,10.0,0.0,,1344,0.8653273809523809,0.8943452380952381,0.8720238095238095,0.27157738095238093,0.7132187043984037,0.9999999999999998,1.0
A3_MC_VWLS,snr_occlusion,10.0,0.1,,1344,0.8578869047619048,0.8958333333333334,0.8668154761904762,0.27976190476190477,0.6529863679051318,0.9783871761485288,1.0
A3_MC_VWLS,snr_occlusion,10.0,0.2,,1344,0.8497023809523809,0.8913690476190477,0.859375,0.2849702380952381,0.5644075560320975,0.9621825392332597,1.0
A3_MC_VWLS,snr_occlusion,10.0,0.3,,1344,0.8385416666666666,0.8898809523809523,0.8489583333333334,0.28869047619047616,0.49953717183864893,0.9453885082431923,1.0
A3_MC_VWLS,snr_occlusion,10.0,0.4,,1344,0.8266369047619048,0.8965773809523809,0.8400297619047619,0.2924107142857143,0.4652063702384667,0.9275638954648019,1.0
A3_MC_VWLS,snr_occlusion,5.0,0.0,,1344,0.8645833333333334,0.8950892857142857,0.8720238095238095,0.27232142857142855,0.7002473477225234,0.9999999999999998,1.0
A3_MC_VWLS,snr_occlusion,5.0,0.1,,1344,0.8623511904761905,0.8980654761904762,0.8697916666666666,0.2760416666666667,0.6434711282469744,0.9783871761485288,1.0
A3_MC_VWLS,snr_occlusion,5.0,0.2,,1344,0.8526785714285714,0.8913690476190477,0.8623511904761905,0.28422619047619047,0.560720149843179,0.9621825392332597,1.0
A3_MC_VWLS,snr_occlusion,5.0,0.3,,1344,0.8415178571428571,0.8921130952380952,0.8526785714285714,0.28125,0.498815421588275,0.9453885082431923,1.0
A3_MC_VWLS,snr_occlusion,5.0,0.4,,1344,0.8258928571428571,0.8965773809523809,0.8377976190476191,0.29389880952380953,0.4649912090122684,0.9275638954648019,1.0
A3_MC_VWLS,snr_occlusion,0.0,0.0,,1344,0.8653273809523809,0.8943452380952381,0.875,0.27306547619047616,0.6634218036942346,0.9999999999999998,1.0
A3_MC_VWLS,snr_occlusion,0.0,0.1,,1344,0.8541666666666666,0.8936011904761905,0.8608630952380952,0.29389880952380953,0.6147066674578587,0.9783871761485288,1.0
A3_MC_VWLS,snr_occlusion,0.0,0.2,,1344,0.8511904761904762,0.8921130952380952,0.8608630952380952,0.27827380952380953,0.5430398456565747,0.9621825392332597,1.0
A3_MC_VWLS,snr_occlusion,0.0,0.3,,1344,0.8392857142857143,0.890625,0.8511904761904762,0.28125,0.4904976400178052,0.9453885082431923,1.0
A3_MC_VWLS,snr_occlusion,0.0,0.4,,1344,0.8206845238095238,0.8928571428571429,0.8333333333333334,0.3020833333333333,0.4601902317617754,0.9275638954648019,1.0
A3_MC_VWLS,order,,,1,8400,0.8567857142857143,0.9622619047619048,0.8567857142857143,0.21785714285714286,0.6662132595629428,0.9813632022435937,1.0
A3_MC_VWLS,order,,,2,8400,0.8552380952380952,0.9005952380952381,0.8672619047619048,0.2301190476190476,0.5757182504677699,0.9695599356794723,1.0
A3_MC_VWLS,order,,,3,8400,0.8528571428571429,0.8661904761904762,0.8585714285714285,0.3616666666666667,0.5321467416635577,0.9566349785480512,1.0
A3_MC_VWLS,order,,,4,8400,0.8276190476190476,0.8447619047619047,0.849047619047619,0.3227380952380952,0.519938233467455,0.943259578800709,1.0
